"id","wave","years","age_baseline","gender","ethnicity","education","weights","trust_science","trust_scientists"
8,"2023",4,31,"Female","Asian",5,1.22176279411839,NA,NA
9,"2019",0,40,"Female","Maori",5,0.921518629212169,4.30210469518964,4.77035399852745
9,"2020",1,40,"Female","Maori",5,0.921518629212169,NA,NA
9,"2021",2,40,"Female","Maori",5,0.921518629212169,NA,NA
9,"2022",3,40,"Female","Maori",5,0.921518629212169,NA,NA
9,"2023",4,40,"Female","Maori",5,0.921518629212169,NA,NA
10,"2019",0,43,"Female","NZ European",6,0.97001960969702,5.95732403557345,5.74486698407955
10,"2020",1,43,"Female","NZ European",6,0.97001960969702,6.13478339551784,5.81585706344682
10,"2021",2,43,"Female","NZ European",6,0.97001960969702,6.15697568087684,5.93341183867541
10,"2022",3,43,"Female","NZ European",6,0.97001960969702,6.29255156083814,6.00801996629402
10,"2023",4,43,"Female","NZ European",6,0.97001960969702,6.40502103339821,6.08743362167742
11,"2019",0,68,"Male","NZ European",5,0.959754851922449,4.86748175389097,5.28226995032781
11,"2020",1,68,"Male","NZ European",5,0.959754851922449,5.081775872893,5.3288614197317
11,"2021",2,68,"Male","NZ European",5,0.959754851922449,5.03215757645752,5.16898097078143
11,"2022",3,68,"Male","NZ European",5,0.959754851922449,5.24136839669079,5.29002322717608
11,"2023",4,68,"Male","NZ European",5,0.959754851922449,4.99399731432132,5.00171617286016
12,"2019",0,55,"Male","NZ European",3,0.959754851922449,5.14425357965405,5.21218020417347
12,"2020",1,55,"Male","NZ European",3,0.959754851922449,4.95143365371211,5.16814548676209
12,"2021",2,55,"Male","NZ European",3,0.959754851922449,5.19178404907062,4.95686707484932
12,"2022",3,55,"Male","NZ European",3,0.959754851922449,5.16031321366912,5.26294971378308
12,"2023",4,55,"Male","NZ European",3,0.959754851922449,NA,NA
13,"2019",0,56,"Female","NZ European",4,0.785253969754731,5.69608308693394,4.86224329020208
13,"2020",1,56,"Female","NZ European",4,0.785253969754731,5.73791098657963,5.0343537770934
13,"2021",2,56,"Female","NZ European",4,0.785253969754731,5.72006617988963,4.85639478489064
13,"2022",3,56,"Female","NZ European",4,0.785253969754731,5.41990899508207,4.71242516240166
13,"2023",4,56,"Female","NZ European",4,0.785253969754731,5.9204777886576,4.84125845060664
14,"2019",0,52,"Female","NZ European",3,0.923828199711448,4.57488925339349,6.13173855443102
14,"2020",1,52,"Female","NZ European",3,0.923828199711448,NA,NA
14,"2021",2,52,"Female","NZ European",3,0.923828199711448,NA,NA
14,"2022",3,52,"Female","NZ European",3,0.923828199711448,NA,NA
14,"2023",4,52,"Female","NZ European",3,0.923828199711448,NA,NA
15,"2019",0,42,"Male","Pacific",5,1.42269542755563,4.27172928696615,4.09181531492448
15,"2020",1,42,"Male","Pacific",5,1.42269542755563,4.41482572980925,4.4761335165694
15,"2021",2,42,"Male","Pacific",5,1.42269542755563,NA,NA
15,"2022",3,42,"Male","Pacific",5,1.42269542755563,NA,NA
15,"2023",4,42,"Male","Pacific",5,1.42269542755563,NA,NA
16,"2019",0,77,"Female","Other",6,0.824516668242467,6.25255397205762,5.43120958430615
16,"2020",1,77,"Female","Other",6,0.824516668242467,6.61660934238213,5.67455253118425
16,"2021",2,77,"Female","Other",6,0.824516668242467,6.75246672895958,5.66371547637667
16,"2022",3,77,"Female","Other",6,0.824516668242467,6.96696765408523,5.71283556241922
16,"2023",4,77,"Female","Other",6,0.824516668242467,NA,NA
17,"2019",0,57,"Female","NZ European",2,0.785253969754731,3.00421996847709,1.91314294896068
17,"2020",1,57,"Female","NZ European",2,0.785253969754731,2.44868418841703,1.99491707413157
17,"2021",2,57,"Female","NZ European",2,0.785253969754731,2.53312519686502,1.76451981647059
17,"2022",3,57,"Female","NZ European",2,0.785253969754731,2.32891471431569,1.5409453972782
17,"2023",4,57,"Female","NZ European",2,0.785253969754731,2.0108988815282,1.375735418432
18,"2019",0,21,"Female","Maori",6,1.00928230818476,6.64088937031231,7
18,"2020",1,21,"Female","Maori",6,1.00928230818476,6.40450169896383,7
18,"2021",2,21,"Female","Maori",6,1.00928230818476,6.53710600324222,7
18,"2022",3,21,"Female","Maori",6,1.00928230818476,6.56963796309734,7
18,"2023",4,21,"Female","Maori",6,1.00928230818476,6.75282523254156,7
19,"2019",0,61,"Male","NZ European",4,0.959754851922449,4.30122149618329,5.21986399690449
19,"2020",1,61,"Male","NZ European",4,0.959754851922449,4.5435983399613,5.20712863850902
19,"2021",2,61,"Male","NZ European",4,0.959754851922449,NA,NA
19,"2022",3,61,"Male","NZ European",4,0.959754851922449,NA,NA
19,"2023",4,61,"Male","NZ European",4,0.959754851922449,NA,NA
20,"2019",0,43,"Female","Maori",4,0.921518629212169,4.7993422994371,5.37716521132874
20,"2020",1,43,"Female","Maori",4,0.921518629212169,4.84810310463118,5.37759801900982
20,"2021",2,43,"Female","Maori",4,0.921518629212169,4.65017550221427,5.52730913654457
20,"2022",3,43,"Female","Maori",4,0.921518629212169,4.93025994886968,5.36611955945489
20,"2023",4,43,"Female","Maori",4,0.921518629212169,NA,NA
21,"2019",0,34,"Male","Maori",5,1.2952456288371,5.17257635226011,5.29633469324482
21,"2020",1,34,"Male","Maori",5,1.2952456288371,5.01262702209211,5.58155873068888
21,"2021",2,34,"Male","Maori",5,1.2952456288371,4.79777119992421,5.5194063184132
21,"2022",3,34,"Male","Maori",5,1.2952456288371,5.22460759408,5.60862804412312
21,"2023",4,34,"Male","Maori",5,1.2952456288371,5.23283261544881,5.36739092697584
22,"2019",0,47,"Male","NZ European",4,1.12912335520288,6.25636373187118,4.81477519805989
22,"2020",1,47,"Male","NZ European",4,1.12912335520288,NA,NA
22,"2021",2,47,"Male","NZ European",4,1.12912335520288,NA,NA
22,"2022",3,47,"Male","NZ European",4,1.12912335520288,NA,NA
22,"2023",4,47,"Male","NZ European",4,1.12912335520288,NA,NA
23,"2019",0,35,"Male","NZ European",6,1.18557952296303,7,5.57035327883634
23,"2020",1,35,"Male","NZ European",6,1.18557952296303,7,6.10813066879091
23,"2021",2,35,"Male","NZ European",6,1.18557952296303,7,6.0233018108861
23,"2022",3,35,"Male","NZ European",6,1.18557952296303,7,6.2046391337249
23,"2023",4,35,"Male","NZ European",6,1.18557952296303,7,6.22620158377681
24,"2019",0,39,"Male","NZ European",1,1.18557952296303,2.87329708781948,3.05343620473337
24,"2020",1,39,"Male","NZ European",1,1.18557952296303,2.45838279948481,2.60572705912523
24,"2021",2,39,"Male","NZ European",1,1.18557952296303,2.15994239800568,2.44927301012655
24,"2022",3,39,"Male","NZ European",1,1.18557952296303,1.98091046504292,2.18923147691937
24,"2023",4,39,"Male","NZ European",1,1.18557952296303,2.14447651392776,2.0812146475848
25,"2019",0,41,"Female","NZ European",6,0.97001960969702,6.67908211714881,6.52952288032927
25,"2020",1,41,"Female","NZ European",6,0.97001960969702,6.86651763325949,6.97017145728742
25,"2021",2,41,"Female","NZ European",6,0.97001960969702,6.86937087089923,6.70849136800585
25,"2022",3,41,"Female","NZ European",6,0.97001960969702,6.88844366792411,7
25,"2023",4,41,"Female","NZ European",6,0.97001960969702,6.97201479914163,7
26,"2019",0,25,"Female","NZ European",4,1.06240242966817,4.93218531018914,3.75609620908301
26,"2020",1,25,"Female","NZ European",4,1.06240242966817,5.09698751197,3.83217684332668
26,"2021",2,25,"Female","NZ European",4,1.06240242966817,4.99108471347609,3.70206744781659
26,"2022",3,25,"Female","NZ European",4,1.06240242966817,4.87159854077179,3.55895458033005
26,"2023",4,25,"Female","NZ European",4,1.06240242966817,NA,NA
27,"2019",0,63,"Female","Maori",1,0.745991271266994,2.72744198513831,3.32125445077833
27,"2020",1,63,"Female","Maori",1,0.745991271266994,NA,NA
27,"2021",2,63,"Female","Maori",1,0.745991271266994,NA,NA
27,"2022",3,63,"Female","Maori",1,0.745991271266994,NA,NA
27,"2023",4,63,"Female","Maori",1,0.745991271266994,NA,NA
28,"2019",0,52,"Female","NZ European",4,0.923828199711448,5.04714917864545,4.62707147192192
28,"2020",1,52,"Female","NZ European",4,0.923828199711448,5.25536143535498,4.89492141840521
28,"2021",2,52,"Female","NZ European",4,0.923828199711448,5.24283889693975,4.72697822222562
28,"2022",3,52,"Female","NZ European",4,0.923828199711448,NA,NA
28,"2023",4,52,"Female","NZ European",4,0.923828199711448,NA,NA
29,"2019",0,33,"Female","Maori",5,1.00928230818476,4.45672053988793,4.68917517677014
29,"2020",1,33,"Female","Maori",5,1.00928230818476,4.57856935905358,4.61238642541125
29,"2021",2,33,"Female","Maori",5,1.00928230818476,4.69676736808029,4.71624627597812
29,"2022",3,33,"Female","Maori",5,1.00928230818476,4.16664936201599,4.91995160794164
29,"2023",4,33,"Female","Maori",5,1.00928230818476,4.43074742921816,4.73661835452164
30,"2019",0,69,"Male","Asian",2,1.10371807971082,3.02599427961239,2.58082470671806
30,"2020",1,69,"Male","Asian",2,1.10371807971082,2.48276536745885,2.84263257908323
30,"2021",2,69,"Male","Asian",2,1.10371807971082,2.35436335471698,2.54250287283485
30,"2022",3,69,"Male","Asian",2,1.10371807971082,2.15546367274065,2.2587894433549
30,"2023",4,69,"Male","Asian",2,1.10371807971082,NA,NA
31,"2019",0,56,"Male","Asian",5,1.10371807971082,5.17237969043007,5.24072919804365
31,"2020",1,56,"Male","Asian",5,1.10371807971082,NA,NA
31,"2021",2,56,"Male","Asian",5,1.10371807971082,NA,NA
31,"2022",3,56,"Male","Asian",5,1.10371807971082,NA,NA
31,"2023",4,56,"Male","Asian",5,1.10371807971082,NA,NA
32,"2019",0,46,"Male","NZ European",3,1.12912335520288,4.65971216859304,5.77945206820764
32,"2020",1,46,"Male","NZ European",3,1.12912335520288,4.29294941967525,5.57164496448489
32,"2021",2,46,"Male","NZ European",3,1.12912335520288,4.39383002317563,5.50425799372812
32,"2022",3,46,"Male","NZ European",3,1.12912335520288,4.78318159071623,5.3984491826367
32,"2023",4,46,"Male","NZ European",3,1.12912335520288,4.81699583332239,5.42304734243499
33,"2019",0,63,"Female","NZ European",4,0.785253969754731,4.45874250035475,5.26573931723337
33,"2020",1,63,"Female","NZ European",4,0.785253969754731,4.63273882699022,5.70867466288607
33,"2021",2,63,"Female","NZ European",4,0.785253969754731,4.49250789844074,5.11192004228173
33,"2022",3,63,"Female","NZ European",4,0.785253969754731,4.44458784758526,5.02668837908826
33,"2023",4,63,"Female","NZ European",4,0.785253969754731,4.27549236753697,5.4842682857789
34,"2019",0,63,"Female","Asian",2,0.90304206521794,4.60864583157656,3.36604899171637
34,"2020",1,63,"Female","Asian",2,0.90304206521794,NA,NA
34,"2021",2,63,"Female","Asian",2,0.90304206521794,NA,NA
34,"2022",3,63,"Female","Asian",2,0.90304206521794,NA,NA
34,"2023",4,63,"Female","Asian",2,0.90304206521794,NA,NA
35,"2019",0,62,"Female","NZ European",7,0.785253969754731,5.91711020221945,5.90047688832391
35,"2020",1,62,"Female","NZ European",7,0.785253969754731,NA,NA
35,"2021",2,62,"Female","NZ European",7,0.785253969754731,NA,NA
35,"2022",3,62,"Female","NZ European",7,0.785253969754731,NA,NA
35,"2023",4,62,"Female","NZ European",7,0.785253969754731,NA,NA
36,"2019",0,60,"Male","NZ European",3,0.959754851922449,5.37170997711076,5.24256182254158
36,"2020",1,60,"Male","NZ European",3,0.959754851922449,5.4712445186852,5.39979707129011
36,"2021",2,60,"Male","NZ European",3,0.959754851922449,5.34886498413673,5.22385917596503
36,"2022",3,60,"Male","NZ European",3,0.959754851922449,5.62084910989045,5.02353569874158
36,"2023",4,60,"Male","NZ European",3,0.959754851922449,NA,NA
37,"2019",0,58,"Female","NZ European",6,0.785253969754731,6.04220726713561,6.3075453101039
37,"2020",1,58,"Female","NZ European",6,0.785253969754731,6.14206493826813,6.4236625211766
37,"2021",2,58,"Female","NZ European",6,0.785253969754731,6.2036879050751,6.38455213298114
37,"2022",3,58,"Female","NZ European",6,0.785253969754731,5.94552400181331,6.37185229714997
37,"2023",4,58,"Female","NZ European",6,0.785253969754731,6.22021161668105,6.4573536730881
38,"2019",0,49,"Female","NZ European",4,0.923828199711448,5.97241912587983,4.42411127505954
38,"2020",1,49,"Female","NZ European",4,0.923828199711448,5.92672835776977,4.73047010249015
38,"2021",2,49,"Female","NZ European",4,0.923828199711448,5.93956051155063,4.63516760650422
38,"2022",3,49,"Female","NZ European",4,0.923828199711448,5.78139749319872,4.5749069751661
38,"2023",4,49,"Female","NZ European",4,0.923828199711448,5.94636007337136,4.38171610703988
39,"2019",0,45,"Female","NZ European",2,0.923828199711448,2.59621883854228,2.28633692540959
39,"2020",1,45,"Female","NZ European",2,0.923828199711448,2.40541093013397,1.99963926581503
39,"2021",2,45,"Female","NZ European",2,0.923828199711448,2.06132572835731,1.82281126583865
39,"2022",3,45,"Female","NZ European",2,0.923828199711448,1.9081588047875,2.04523475399491
39,"2023",4,45,"Female","NZ European",2,0.923828199711448,1.61124068209302,1.38450920797823
40,"2019",0,44,"Male","Pacific",3,1.42269542755563,5.43615800523676,4.9549001509657
40,"2020",1,44,"Male","Pacific",3,1.42269542755563,5.4475091753516,5.17949520822867
40,"2021",2,44,"Male","Pacific",3,1.42269542755563,5.3172120080808,5.1039045304537
40,"2022",3,44,"Male","Pacific",3,1.42269542755563,5.58446246449195,4.96680595933241
40,"2023",4,44,"Male","Pacific",3,1.42269542755563,5.43614169168431,4.98466501089615
41,"2019",0,40,"Male","Other",4,1.24485849911118,5.44000315993057,4.60044526763392
41,"2020",1,40,"Male","Other",4,1.24485849911118,5.83575671873105,4.44838543430457
41,"2021",2,40,"Male","Other",4,1.24485849911118,5.32506416064472,4.33659533428314
41,"2022",3,40,"Male","Other",4,1.24485849911118,5.78673000178089,4.36497087816964
41,"2023",4,40,"Male","Other",4,1.24485849911118,5.57297141584476,4.43674242149722
42,"2019",0,47,"Male","NZ European",5,1.12912335520288,4.93090988356877,5.19215330228637
42,"2020",1,47,"Male","NZ European",5,1.12912335520288,4.78958410671852,5.23860092793106
42,"2021",2,47,"Male","NZ European",5,1.12912335520288,4.88727934866404,5.16409985699539
42,"2022",3,47,"Male","NZ European",5,1.12912335520288,4.8737066473166,5.43770514869968
42,"2023",4,47,"Male","NZ European",5,1.12912335520288,5.05574564899601,5.46041093901963
43,"2019",0,31,"Female","NZ European",7,1.06240242966817,5.38101460863124,6.17918913556798
43,"2020",1,31,"Female","NZ European",7,1.06240242966817,5.87909406397677,6.76023608808199
43,"2021",2,31,"Female","NZ European",7,1.06240242966817,6.00992205792459,6.69776740285756
43,"2022",3,31,"Female","NZ European",7,1.06240242966817,6.07662896289151,6.81502911990366
43,"2023",4,31,"Female","NZ European",7,1.06240242966817,6.23917656685305,6.64867450181876
44,"2019",0,83,"Female","Maori",4,0.745991271266994,5.83769606423474,5.16185265185817
44,"2020",1,83,"Female","Maori",4,0.745991271266994,5.96363756171346,5.12784144574112
44,"2021",2,83,"Female","Maori",4,0.745991271266994,5.61895119105133,5.144558348146
44,"2022",3,83,"Female","Maori",4,0.745991271266994,5.75288749700945,4.9073361734038
44,"2023",4,83,"Female","Maori",4,0.745991271266994,5.46273321644791,5.11717681986552
45,"2019",0,68,"Male","NZ European",4,0.959754851922449,5.87390084879886,5.31159284172561
45,"2020",1,68,"Male","NZ European",4,0.959754851922449,5.82293211817871,5.36088998104362
45,"2021",2,68,"Male","NZ European",4,0.959754851922449,NA,NA
45,"2022",3,68,"Male","NZ European",4,0.959754851922449,NA,NA
45,"2023",4,68,"Male","NZ European",4,0.959754851922449,NA,NA
46,"2019",0,33,"Female","Asian",4,1.22176279411839,5.09272552320833,5.29327354577845
46,"2020",1,33,"Female","Asian",4,1.22176279411839,5.26178126678709,5.0564596228926
46,"2021",2,33,"Female","Asian",4,1.22176279411839,5.4877791295379,5.47881952196824
46,"2022",3,33,"Female","Asian",4,1.22176279411839,5.31613658912404,5.28609286257907
46,"2023",4,33,"Female","Asian",4,1.22176279411839,5.34392916683983,5.43053433931364
47,"2019",0,44,"Female","Maori",7,0.921518629212169,5.65946394416658,5.28627767679471
47,"2020",1,44,"Female","Maori",7,0.921518629212169,5.62294282664668,5.655335173916
47,"2021",2,44,"Female","Maori",7,0.921518629212169,5.63281461534291,5.59547492294352
47,"2022",3,44,"Female","Maori",7,0.921518629212169,5.52864918087142,5.70256963572053
47,"2023",4,44,"Female","Maori",7,0.921518629212169,5.83734681237764,5.69200429604167
48,"2019",0,43,"Female","Pacific",3,1.16402353163642,5.53850756383857,4.94175899687932
48,"2020",1,43,"Female","Pacific",3,1.16402353163642,5.94523188832027,5.03335737488999
48,"2021",2,43,"Female","Pacific",3,1.16402353163642,5.46630240173285,5.27984069931882
48,"2022",3,43,"Female","Pacific",3,1.16402353163642,5.5514740812979,5.06294621576917
48,"2023",4,43,"Female","Pacific",3,1.16402353163642,NA,NA
49,"2019",0,62,"Female","NZ European",3,0.785253969754731,4.66260243614613,5.18343698196479
49,"2020",1,62,"Female","NZ European",3,0.785253969754731,4.84180525414387,5.42037023123385
49,"2021",2,62,"Female","NZ European",3,0.785253969754731,4.86544825055697,5.20372560626096
49,"2022",3,62,"Female","NZ European",3,0.785253969754731,4.74912593306949,5.25477411515138
49,"2023",4,62,"Female","NZ European",3,0.785253969754731,4.7221680259233,5.56752937181357
50,"2019",0,49,"Female","Maori",4,0.877636789725876,5.07040661699544,4.63547947235565
50,"2020",1,49,"Female","Maori",4,0.877636789725876,5.04684454953373,4.79322246685785
50,"2021",2,49,"Female","Maori",4,0.877636789725876,5.13986763620608,4.99271765581434
50,"2022",3,49,"Female","Maori",4,0.877636789725876,4.9565022980253,4.65628924044545
50,"2023",4,49,"Female","Maori",4,0.877636789725876,4.81199320068674,4.61723473818131
51,"2019",0,54,"Male","Asian",6,1.29849185848331,6.91641803024824,6.09004329924034
51,"2020",1,54,"Male","Asian",6,1.29849185848331,7,6.60208479979795
51,"2021",2,54,"Male","Asian",6,1.29849185848331,NA,NA
51,"2022",3,54,"Male","Asian",6,1.29849185848331,NA,NA
51,"2023",4,54,"Male","Asian",6,1.29849185848331,NA,NA
52,"2019",0,50,"Female","NZ European",6,0.923828199711448,5.20016319202963,5.82329470495749
52,"2020",1,50,"Female","NZ European",6,0.923828199711448,5.4802863859554,6.42595526079427
52,"2021",2,50,"Female","NZ European",6,0.923828199711448,5.50059487685644,6.04566023665719
52,"2022",3,50,"Female","NZ European",6,0.923828199711448,5.52034011357134,6.4213333930354
52,"2023",4,50,"Female","NZ European",6,0.923828199711448,5.70170953357777,6.32627229047566
53,"2019",0,49,"Male","NZ European",3,1.12912335520288,5.40116550283792,4.09409689411999
53,"2020",1,49,"Male","NZ European",3,1.12912335520288,5.42176419482396,4.49670331619016
53,"2021",2,49,"Male","NZ European",3,1.12912335520288,5.53922187319217,4.23307133393643
53,"2022",3,49,"Male","NZ European",3,1.12912335520288,5.56495855103156,4.41773040595312
53,"2023",4,49,"Male","NZ European",3,1.12912335520288,5.5529978882442,4.19902456861108
54,"2019",0,71,"Male","NZ European",3,0.959754851922449,5.61012704305783,4.73545286897801
54,"2020",1,71,"Male","NZ European",3,0.959754851922449,5.21610384627397,5.16697625360032
54,"2021",2,71,"Male","NZ European",3,0.959754851922449,4.85204376678106,5.39099532587061
54,"2022",3,71,"Male","NZ European",3,0.959754851922449,NA,NA
54,"2023",4,71,"Male","NZ European",3,0.959754851922449,NA,NA
55,"2019",0,47,"Female","NZ European",4,0.923828199711448,5.38720587848818,5.48673538004343
55,"2020",1,47,"Female","NZ European",4,0.923828199711448,5.10078254635254,5.33309160429276
55,"2021",2,47,"Female","NZ European",4,0.923828199711448,5.26525935364704,5.56906496297962
55,"2022",3,47,"Female","NZ European",4,0.923828199711448,5.22060422021998,5.27318284392395
55,"2023",4,47,"Female","NZ European",4,0.923828199711448,5.20763913231702,5.40198455226329
56,"2019",0,73,"Female","Asian",4,0.90304206521794,5.20599089664028,5.54796881977724
56,"2020",1,73,"Female","Asian",4,0.90304206521794,5.32708357101459,5.62965998630859
56,"2021",2,73,"Female","Asian",4,0.90304206521794,5.19865571128232,5.64778242303709
56,"2022",3,73,"Female","Asian",4,0.90304206521794,NA,NA
56,"2023",4,73,"Female","Asian",4,0.90304206521794,NA,NA
57,"2019",0,27,"Female","NZ European",5,1.06240242966817,4.96513734911465,4.83026969240725
57,"2020",1,27,"Female","NZ European",5,1.06240242966817,5.0156115962217,4.52797167174286
57,"2021",2,27,"Female","NZ European",5,1.06240242966817,5.105540303331,4.94281809973557
57,"2022",3,27,"Female","NZ European",5,1.06240242966817,NA,NA
57,"2023",4,27,"Female","NZ European",5,1.06240242966817,NA,NA
58,"2019",0,59,"Female","NZ European",4,0.785253969754731,5.23215878790401,4.78840729201608
58,"2020",1,59,"Female","NZ European",4,0.785253969754731,5.18688230119836,4.92498008005536
58,"2021",2,59,"Female","NZ European",4,0.785253969754731,5.47339825536917,5.12332607054991
58,"2022",3,59,"Female","NZ European",4,0.785253969754731,5.28207458193974,5.22445442616522
58,"2023",4,59,"Female","NZ European",4,0.785253969754731,5.29665804028318,4.9499819429103
59,"2019",0,52,"Female","NZ European",5,0.923828199711448,4.82132080663291,4.61240491613542
59,"2020",1,52,"Female","NZ European",5,0.923828199711448,5.15903530007318,4.492120594658
59,"2021",2,52,"Female","NZ European",5,0.923828199711448,4.89060036825489,4.59404152430581
59,"2022",3,52,"Female","NZ European",5,0.923828199711448,4.79259282661525,4.42885787395303
59,"2023",4,52,"Female","NZ European",5,0.923828199711448,5.02000974831374,4.52639099431377
60,"2019",0,53,"Male","Asian",4,1.29849185848331,5.55218054029686,5.02634060915594
60,"2020",1,53,"Male","Asian",4,1.29849185848331,5.28514027919032,5.13894714707436
60,"2021",2,53,"Male","Asian",4,1.29849185848331,5.20051625243378,5.24743766284942
60,"2022",3,53,"Male","Asian",4,1.29849185848331,5.46614711355622,5.08582927134039
60,"2023",4,53,"Male","Asian",4,1.29849185848331,5.10998188202436,5.06653719990763
61,"2019",0,56,"Female","NZ European",4,0.785253969754731,4.9611767891515,5.07425761478999
61,"2020",1,56,"Female","NZ European",4,0.785253969754731,4.72411736028661,5.09460396823858
61,"2021",2,56,"Female","NZ European",4,0.785253969754731,4.80929669331394,5.1372746951886
61,"2022",3,56,"Female","NZ European",4,0.785253969754731,NA,NA
61,"2023",4,56,"Female","NZ European",4,0.785253969754731,NA,NA
62,"2019",0,42,"Female","NZ European",6,0.97001960969702,6.25996161646722,5.64544559882053
62,"2020",1,42,"Female","NZ European",6,0.97001960969702,6.40654999242915,5.83752254595246
62,"2021",2,42,"Female","NZ European",6,0.97001960969702,6.58354902182733,6.07024157639544
62,"2022",3,42,"Female","NZ European",6,0.97001960969702,6.56897498965495,6.0088577739407
62,"2023",4,42,"Female","NZ European",6,0.97001960969702,6.62114826935445,5.94445751662037
63,"2019",0,45,"Male","NZ European",5,1.12912335520288,5.71866109086165,4.55718511918988
63,"2020",1,45,"Male","NZ European",5,1.12912335520288,6.22625048743887,4.6947753748362
63,"2021",2,45,"Male","NZ European",5,1.12912335520288,5.95891568322737,4.80208967091371
63,"2022",3,45,"Male","NZ European",5,1.12912335520288,6.20832039548604,4.27865791420284
63,"2023",4,45,"Male","NZ European",5,1.12912335520288,5.83913181176502,4.71222081990593
64,"2019",0,35,"Female","NZ European",4,0.97001960969702,4.74521703774258,4.73054299049587
64,"2020",1,35,"Female","NZ European",4,0.97001960969702,4.7807256078608,5.12339120208633
64,"2021",2,35,"Female","NZ European",4,0.97001960969702,4.87271020150351,4.98052645569192
64,"2022",3,35,"Female","NZ European",4,0.97001960969702,4.3365043015557,4.80067231388435
64,"2023",4,35,"Female","NZ European",4,0.97001960969702,NA,NA
65,"2019",0,34,"Female","Pacific",4,1.2748829156018,4.60270702849483,5.1570375308584
65,"2020",1,34,"Female","Pacific",4,1.2748829156018,5.04035472671653,4.97642137801454
65,"2021",2,34,"Female","Pacific",4,1.2748829156018,4.75753057467847,5.20077084078311
65,"2022",3,34,"Female","Pacific",4,1.2748829156018,NA,NA
65,"2023",4,34,"Female","Pacific",4,1.2748829156018,NA,NA
66,"2019",0,55,"Female","NZ European",6,0.785253969754731,5.85534423778718,4.47504656343831
66,"2020",1,55,"Female","NZ European",6,0.785253969754731,6.07075699978426,4.95755900737458
66,"2021",2,55,"Female","NZ European",6,0.785253969754731,6.02412876896064,5.1131087780982
66,"2022",3,55,"Female","NZ European",6,0.785253969754731,6.1718949752106,4.92043816918811
66,"2023",4,55,"Female","NZ European",6,0.785253969754731,6.11935842420053,5.02944941182702
